"tick","Open Jobs","Done Jobs"
621.0,6.0,5.0
622.0,6.0,5.0
623.0,6.0,5.0
624.0,6.0,5.0
625.0,6.0,5.0
626.0,6.0,5.0
627.0,6.0,5.0
628.0,6.0,5.0
629.0,6.0,5.0
630.0,6.0,5.0
631.0,6.0,5.0
632.0,6.0,5.0
633.0,6.0,5.0
634.0,6.0,5.0
635.0,6.0,5.0
636.0,6.0,5.0
637.0,6.0,5.0
638.0,6.0,5.0
639.0,6.0,5.0
640.0,6.0,5.0
641.0,6.0,5.0
642.0,6.0,5.0
643.0,6.0,5.0
644.0,6.0,5.0
645.0,6.0,5.0
646.0,6.0,5.0
647.0,6.0,5.0
648.0,6.0,5.0
649.0,6.0,5.0
650.0,6.0,5.0
651.0,6.0,5.0
652.0,6.0,5.0
653.0,6.0,5.0
654.0,6.0,5.0
655.0,6.0,5.0
656.0,6.0,5.0
657.0,6.0,5.0
658.0,6.0,5.0
659.0,6.0,5.0
660.0,6.0,5.0
661.0,6.0,5.0
662.0,6.0,5.0
663.0,6.0,5.0
664.0,6.0,5.0
665.0,6.0,5.0
666.0,6.0,5.0
667.0,6.0,5.0
668.0,6.0,5.0
669.0,6.0,5.0
670.0,6.0,5.0
671.0,6.0,5.0
672.0,6.0,5.0
673.0,6.0,5.0
674.0,6.0,5.0
675.0,6.0,5.0
676.0,6.0,5.0
677.0,6.0,5.0
678.0,6.0,5.0
679.0,6.0,5.0
680.0,6.0,5.0
681.0,6.0,5.0
682.0,6.0,5.0
683.0,6.0,5.0
684.0,6.0,5.0
685.0,6.0,5.0
686.0,6.0,5.0
687.0,6.0,5.0
688.0,6.0,5.0
689.0,6.0,5.0
690.0,6.0,5.0
691.0,6.0,5.0
692.0,6.0,5.0
693.0,6.0,5.0
694.0,6.0,5.0
695.0,6.0,5.0
696.0,6.0,5.0
697.0,6.0,5.0
698.0,6.0,5.0
699.0,6.0,5.0
700.0,6.0,5.0
701.0,6.0,5.0
702.0,6.0,5.0
703.0,6.0,5.0
704.0,6.0,5.0
705.0,6.0,5.0
706.0,6.0,5.0
707.0,6.0,5.0
708.0,6.0,5.0
709.0,6.0,5.0
710.0,6.0,5.0
711.0,6.0,5.0
712.0,6.0,5.0
713.0,6.0,5.0
714.0,6.0,5.0
715.0,6.0,5.0
716.0,6.0,5.0
717.0,6.0,5.0
718.0,6.0,5.0
719.0,6.0,5.0
720.0,6.0,5.0
721.0,6.0,5.0
722.0,6.0,5.0
723.0,6.0,5.0
724.0,6.0,5.0
725.0,6.0,5.0
726.0,6.0,5.0
727.0,6.0,5.0
728.0,6.0,5.0
729.0,6.0,5.0
730.0,6.0,5.0
731.0,6.0,5.0
732.0,6.0,5.0
733.0,6.0,5.0
734.0,6.0,5.0
735.0,6.0,5.0
736.0,6.0,5.0
737.0,6.0,5.0
738.0,6.0,5.0
739.0,6.0,5.0
740.0,6.0,5.0
741.0,6.0,5.0
742.0,6.0,5.0
743.0,6.0,5.0
744.0,6.0,5.0
745.0,6.0,5.0
746.0,6.0,5.0
747.0,6.0,5.0
748.0,6.0,5.0
749.0,6.0,5.0
750.0,6.0,5.0
751.0,6.0,5.0
752.0,6.0,5.0
753.0,6.0,5.0
754.0,6.0,5.0
755.0,6.0,5.0
756.0,6.0,5.0
757.0,6.0,5.0
758.0,6.0,5.0
759.0,6.0,5.0
760.0,6.0,5.0
761.0,6.0,5.0
762.0,6.0,5.0
763.0,6.0,5.0
764.0,6.0,5.0
765.0,6.0,5.0
766.0,6.0,5.0
767.0,6.0,5.0
768.0,6.0,5.0
769.0,6.0,5.0
770.0,6.0,5.0
771.0,6.0,5.0
772.0,6.0,5.0
773.0,6.0,5.0
774.0,6.0,5.0
775.0,6.0,5.0
776.0,6.0,5.0
777.0,6.0,5.0
778.0,6.0,5.0
779.0,6.0,5.0
780.0,6.0,5.0
781.0,6.0,5.0
782.0,6.0,5.0
783.0,6.0,5.0
784.0,6.0,5.0
785.0,6.0,5.0
786.0,6.0,5.0
787.0,6.0,5.0
788.0,6.0,5.0
789.0,6.0,5.0
790.0,6.0,5.0
791.0,6.0,5.0
792.0,6.0,5.0
793.0,6.0,5.0
794.0,6.0,5.0
795.0,6.0,5.0
796.0,6.0,5.0
797.0,6.0,5.0
798.0,6.0,5.0
799.0,6.0,5.0
800.0,6.0,5.0
801.0,6.0,5.0
802.0,6.0,5.0
803.0,6.0,5.0
804.0,6.0,5.0
805.0,6.0,5.0
806.0,6.0,5.0
807.0,6.0,5.0
808.0,6.0,5.0
809.0,6.0,5.0
810.0,6.0,5.0
811.0,6.0,5.0
812.0,6.0,5.0
813.0,6.0,5.0
814.0,6.0,5.0
815.0,6.0,5.0
816.0,6.0,5.0
817.0,6.0,5.0
818.0,6.0,5.0
819.0,6.0,5.0
820.0,6.0,5.0
821.0,6.0,5.0
822.0,6.0,5.0
823.0,6.0,5.0
824.0,6.0,5.0
825.0,6.0,5.0
826.0,6.0,5.0
827.0,6.0,5.0
828.0,6.0,5.0
829.0,6.0,5.0
830.0,6.0,5.0
831.0,6.0,5.0
832.0,6.0,5.0
833.0,6.0,5.0
834.0,6.0,5.0
835.0,6.0,5.0
836.0,6.0,5.0
837.0,6.0,5.0
838.0,6.0,5.0
839.0,6.0,5.0
840.0,6.0,5.0
841.0,6.0,5.0
842.0,6.0,5.0
843.0,6.0,5.0
844.0,6.0,5.0
845.0,6.0,5.0
846.0,6.0,5.0
847.0,6.0,5.0
848.0,6.0,5.0
849.0,6.0,5.0
850.0,6.0,5.0
851.0,6.0,5.0
852.0,6.0,5.0
853.0,6.0,5.0
854.0,6.0,5.0
855.0,6.0,5.0
856.0,6.0,5.0
857.0,6.0,5.0
858.0,6.0,5.0
859.0,6.0,5.0
860.0,6.0,5.0
861.0,6.0,5.0
862.0,6.0,5.0
863.0,6.0,5.0
864.0,6.0,5.0
865.0,6.0,5.0
866.0,6.0,5.0
867.0,6.0,5.0
868.0,6.0,5.0
869.0,6.0,5.0
870.0,6.0,5.0
871.0,6.0,5.0
872.0,6.0,5.0
873.0,6.0,5.0
874.0,6.0,5.0
875.0,6.0,5.0
876.0,6.0,5.0
877.0,6.0,5.0
878.0,6.0,5.0
879.0,6.0,5.0
880.0,6.0,5.0
881.0,6.0,5.0
882.0,6.0,5.0
883.0,6.0,5.0
884.0,6.0,5.0
885.0,6.0,5.0
886.0,6.0,5.0
887.0,6.0,5.0
888.0,6.0,5.0
889.0,6.0,5.0
890.0,6.0,5.0
891.0,6.0,5.0
892.0,6.0,5.0
893.0,6.0,5.0
894.0,6.0,5.0
895.0,6.0,5.0
896.0,6.0,5.0
897.0,6.0,5.0
898.0,6.0,5.0
899.0,6.0,5.0
900.0,6.0,5.0
901.0,6.0,5.0
902.0,6.0,5.0
903.0,6.0,5.0
904.0,6.0,5.0
905.0,6.0,5.0
906.0,6.0,5.0
907.0,6.0,5.0
908.0,6.0,5.0
909.0,6.0,5.0
910.0,6.0,5.0
911.0,6.0,5.0
912.0,6.0,5.0
913.0,6.0,5.0
914.0,6.0,5.0
915.0,6.0,5.0
916.0,6.0,5.0
917.0,6.0,5.0
918.0,6.0,5.0
919.0,6.0,5.0
920.0,6.0,5.0
921.0,6.0,5.0
922.0,6.0,5.0
923.0,6.0,5.0
924.0,6.0,5.0
925.0,6.0,5.0
926.0,6.0,5.0
927.0,6.0,5.0
928.0,6.0,5.0
929.0,6.0,5.0
930.0,6.0,5.0
931.0,6.0,5.0
932.0,6.0,5.0
933.0,6.0,5.0
934.0,6.0,5.0
935.0,6.0,5.0
936.0,6.0,5.0
937.0,6.0,5.0
938.0,6.0,5.0
939.0,6.0,5.0
940.0,6.0,5.0
941.0,6.0,5.0
942.0,6.0,5.0
943.0,6.0,5.0
944.0,6.0,5.0
945.0,6.0,5.0
946.0,6.0,5.0
947.0,6.0,5.0
948.0,6.0,5.0
949.0,6.0,5.0
950.0,6.0,5.0
951.0,6.0,5.0
952.0,6.0,5.0
953.0,6.0,5.0
954.0,6.0,5.0
955.0,6.0,5.0
956.0,6.0,5.0
957.0,6.0,5.0
958.0,6.0,5.0
959.0,6.0,5.0
960.0,6.0,5.0
961.0,6.0,5.0
962.0,6.0,5.0
963.0,6.0,5.0
964.0,6.0,5.0
965.0,6.0,5.0
966.0,6.0,5.0
967.0,6.0,5.0
968.0,6.0,5.0
969.0,6.0,5.0
970.0,6.0,5.0
971.0,6.0,5.0
972.0,6.0,5.0
973.0,6.0,5.0
974.0,6.0,5.0
975.0,6.0,5.0
976.0,6.0,5.0
977.0,6.0,5.0
978.0,6.0,5.0
979.0,6.0,5.0
980.0,6.0,5.0
981.0,6.0,5.0
982.0,6.0,5.0
983.0,6.0,5.0
984.0,6.0,5.0
985.0,6.0,5.0
986.0,6.0,5.0
987.0,6.0,5.0
988.0,6.0,5.0
989.0,6.0,5.0
990.0,6.0,5.0
991.0,6.0,5.0
992.0,6.0,5.0
993.0,6.0,5.0
994.0,6.0,5.0
995.0,6.0,5.0
996.0,6.0,5.0
997.0,6.0,5.0
998.0,6.0,5.0
999.0,6.0,5.0
1000.0,6.0,5.0
1001.0,6.0,5.0
1002.0,6.0,5.0
1003.0,6.0,5.0
1004.0,6.0,5.0
1005.0,6.0,5.0
1006.0,6.0,5.0
1007.0,6.0,5.0
1008.0,6.0,5.0
1009.0,6.0,5.0
1010.0,6.0,5.0
1011.0,6.0,5.0
1012.0,6.0,5.0
1013.0,6.0,5.0
1014.0,6.0,5.0
1015.0,6.0,5.0
1016.0,6.0,5.0
1017.0,6.0,5.0
1018.0,6.0,5.0
1019.0,6.0,5.0
